reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário,custo
0.18,0.9144,0.6096,7.711064,21.84,64.2075,-3,7,7,2023,4,7,2023,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,729.2267069314001
0.24,2.4384,1.2192,19.504456,16.905,76.755,-3,16,5,2020,13,5,2020,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,798.6303010556518
0.44,1.8288,1.524,20.41164,22.155,105.315,-3,30,4,2020,27,4,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1028.0095225558334
0.86,2.1336,1.2192,60.327736,26.67,77.0175,-2,14,7,2021,12,7,2021,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,1584.9235581644812
0.01,5.486400000000001,2.4384,103.418976,27.6675,92.505,4,25,10,2019,29,10,2019,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,714.2911856504719
0.26,3.6576,1.8288,935.306704,26.6175,81.69,0,14,3,2023,14,3,2023,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,1143.8101765806198
0.75,4.572,2.4384,432.273176,51.6075,114.9225,4,18,1,2020,22,1,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,2407.889329583041
0.88,1.2192,1.2192,290.752472,27.405,98.7525,-3,25,2,2020,22,2,2020,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1924.8876258428031
0.11,7.315200000000001,2.1336,89.811216,27.0375,91.0875,-1,6,6,2022,5,6,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,750.8286927167158
0.6,3.3528,2.1336,41.276872,21.0525,69.51,-4,18,10,2020,14,10,2020,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1197.0821648658964
0.01,3.6576,1.8288,1118.10428,32.2875,115.815,-2,28,1,2022,26,1,2022,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1047.444620673751
0.97,6.4008,4.2672,207.745136,20.055,112.9275,-3,12,3,2021,9,3,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4809.343390000001
0.64,2.7432000000000003,1.524,119.748288,19.0575,84.0,2,6,3,2019,8,3,2019,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1328.8404529988904
0.23,8.2296,3.3528,1015.138896,26.46,89.46,-3,9,5,2021,6,5,2021,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1020.4941636859838
0.05,0.9144,0.6096,14.968536,26.88,61.11,3,31,3,2023,3,4,2023,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,733.9682709141831
0.52,2.7432000000000003,1.2192,224.52804,30.66,113.0325,-1,3,5,2020,2,5,2020,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1352.3910403174825
0.05,5.486400000000001,2.1336,698.985272,18.6375,101.1675,3,13,4,2021,16,4,2021,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,838.843578710911
0.01,3.9624,2.4384,1451.4944,32.9175,52.9725,4,14,6,2022,18,6,2022,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,772.6738230547572
0.31,1.8288,1.2192,246.300456,34.5975,113.505,-1,11,6,2022,10,6,2022,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1068.0751131932684
0.28,8.2296,1.8288,113.398,29.0325,112.0875,0,2,8,2019,2,8,2019,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1038.9165933216232
0.05,1.2192,1.2192,100.697424,34.2825,77.96249999999999,2,16,12,2019,18,12,2019,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,766.9770106376402
0.12,2.7432000000000003,1.524,317.060808,24.885,89.19749999999999,0,14,6,2023,14,6,2023,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,850.306275904898
0.04,0.9144,0.6096,39.008912,32.7075,128.205,-4,21,1,2022,17,1,2022,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,863.8987529842487
0.0,7.315200000000001,1.8288,879.96848,27.5625,104.475,3,13,6,2019,16,6,2019,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,854.3773298266342
0.8,3.3528,2.1336,59.420552,22.68,102.69,0,8,10,2020,8,10,2020,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1981.5728577327804
0.49,5.1816,2.1336,280.773448,27.825,78.4875,-1,10,3,2022,9,3,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1351.3376430354879
0.49,2.4384,1.524,95.25432,24.7275,110.7225,3,4,3,2023,7,3,2023,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,1365.8054581085314
0.21,10.9728,3.9624,1059.590912,34.965,92.505,-4,28,2,2022,24,2,2022,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1054.1744784887974
0.21,3.048,1.2192,44.452016,24.832500000000003,69.1425,-2,18,3,2023,16,3,2023,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,718.0372444368643
0.71,6.7056,2.7432000000000003,951.636016,32.865,130.7775,-1,9,2,2022,8,2,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,3288.337865491312
0.06,4.2672,2.4384,75.749864,32.9175,109.2525,-3,29,9,2021,26,9,2021,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,811.5890711059504
0.71,2.4384,1.2192,76.203456,33.285,113.5575,-2,11,5,2021,9,5,2021,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,1706.59560204788
0.33,3.6576,2.4384,361.966416,24.9375,113.715,1,15,4,2021,16,4,2021,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,1168.7146456123069
0.79,7.62,3.048,170.550592,34.7025,96.285,4,24,6,2023,28,6,2023,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2913.2725614160827
0.2,4.572,2.4384,206.38436,25.41,103.215,-1,11,9,2021,10,9,2021,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,952.4535777985603
0.07,3.3528,2.1336,27.669112,20.8425,91.35,-2,25,2,2021,23,2,2021,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,738.5996744007357
0.54,7.9248,2.4384,172.818552,21.3675,54.6525,3,3,11,2019,6,11,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1348.5431848349772
0.89,4.572,2.1336,301.63868,17.745,97.44,-2,22,3,2023,20,3,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2416.6871475465437
0.24,6.4008,1.8288,129.727312,19.3725,102.0075,2,10,5,2020,12,5,2020,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,932.5959135275335
0.21,7.9248,3.048,1051.879848,17.43,115.7625,4,24,9,2019,28,9,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,1025.7502698121505
0.5,5.486400000000001,2.7432000000000003,962.522224,31.0275,56.8575,0,29,10,2022,29,10,2022,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,1268.261433262278
0.39,12.192,3.3528,294.381208,28.4025,80.3775,2,27,2,2023,1,3,2023,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1114.0020345852404
0.88,2.1336,1.524,28.122704,23.205,119.49,4,2,9,2020,6,9,2020,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1655.6071396817467
0.83,4.572,2.1336,46.719976,33.075,106.155,-1,17,1,2020,16,1,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2242.5433675601757
0.04,2.4384,1.524,288.03092,36.12,74.13,3,31,5,2020,3,6,2020,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,679.3064397048805
0.83,1.2192,1.2192,9.979024,18.795,119.2275,-3,6,2,2022,3,2,2022,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,1479.380130799319
0.54,4.572,2.4384,343.822736,29.6625,95.1825,-4,9,3,2023,5,3,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,1753.5919498994742
0.3,2.4384,1.2192,12.700576,29.7675,125.1075,-4,28,3,2023,24,3,2023,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1051.9051880583936
0.93,1.8288,1.2192,571.072328,29.505,68.6175,-3,31,1,2019,28,1,2019,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,2672.950192548806
0.75,0.9144,0.9144,40.369688,31.395000000000003,100.6425,0,12,2,2021,12,2,2021,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1440.7834934230068
0.53,4.2672,2.1336,94.347136,21.9975,122.745,1,6,1,2019,7,1,2019,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1563.0894399670299
0.8,2.4384,1.524,16.329312,28.8225,53.8125,-1,27,10,2022,26,10,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1243.1095587441719
0.72,6.4008,3.6576,781.539016,36.855,109.83,2,31,12,2022,2,1,2023,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3216.4400848295445
0.64,4.2672,2.4384,107.954896,18.585,66.675,1,23,2,2019,24,2,2019,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1323.7202016848883
0.24,2.1336,1.524,131.088088,18.8475,122.22,-3,30,12,2019,27,12,2019,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,1043.4082192778603
0.59,3.048,1.2192,105.686936,27.2475,111.93,-4,6,2,2020,2,2,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1532.5879033225463
0.56,9.4488,2.7432000000000003,1190.225408,39.06,120.855,-3,24,2,2020,21,2,2020,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,2263.574118696678
0.26,4.572,1.8288,83.460928,19.6875,113.19,1,13,9,2021,14,9,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,990.9637797493041
0.32,3.048,1.524,98.883056,31.1325,130.7775,0,24,12,2021,24,12,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1048.8621189943474
0.13,1.524,0.9144,22.6796,35.1225,54.18,4,19,12,2019,23,12,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,618.3397320402178
0.54,1.2192,1.2192,46.719976,26.1975,53.0775,1,14,1,2022,15,1,2022,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,980.3360124284877
0.43,8.2296,3.048,1164.370664,33.705,72.03,-1,15,7,2021,14,7,2021,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,1257.9581751012392
0.35,2.1336,1.524,275.783936,34.8075,91.98,-2,28,5,2019,26,5,2019,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1074.3470119857034
0.52,2.4384,1.2192,35.380176,31.1325,107.94,4,29,6,2023,3,7,2023,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1203.2068766058485
0.55,1.2192,1.2192,10.886208,26.8275,93.0825,1,16,4,2022,17,4,2022,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1114.568378220814
0.26,4.572,2.1336,1601.633352,20.58,57.645,-1,5,1,2020,4,1,2020,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1132.2392340620836
0.59,1.2192,0.9144,223.620856,33.0225,102.375,0,3,11,2019,3,11,2019,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1319.0620788702404
0.24,1.8288,1.2192,43.09124,32.0775,62.790000000000006,-3,9,5,2022,6,5,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,764.6093700003662
0.54,2.4384,1.524,32.658624,23.31,87.25500000000001,1,28,4,2021,29,4,2021,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,1077.679898750971
0.5,2.4384,1.524,29.029888,19.53,129.4125,3,14,3,2023,17,3,2023,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,1237.2618474112348
0.35,2.1336,1.524,56.699,33.075,82.005,0,7,6,2019,7,6,2019,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,874.719815006025
0.16,7.010400000000001,3.3528,1273.232744,17.535,87.2025,-1,17,10,2019,16,10,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,873.3085191597726
0.18,1.524,1.524,269.433648,32.3925,119.7525,-2,26,1,2019,24,1,2019,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1089.9262151531302
0.75,3.048,1.524,78.471416,19.6875,54.2325,-2,6,9,2019,4,9,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1602.66563623397
0.32,4.572,2.1336,267.165688,23.7825,84.0,1,13,1,2023,14,1,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,937.2931604786139
0.88,6.4008,2.7432000000000003,450.870448,26.46,120.225,3,2,2,2021,5,2,2021,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3547.4000512135785
0.46,4.8768,2.4384,697.624496,27.93,78.9075,0,21,8,2020,21,8,2020,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1333.0095938870447
0.39,4.572,2.1336,444.066568,24.99,63.315000000000005,4,19,11,2022,23,11,2022,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,1010.7046678636112
0.43,2.1336,1.524,64.863656,35.5425,85.73249999999999,3,23,1,2023,26,1,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,964.4843396564814
0.79,8.2296,4.572,273.515976,28.8225,99.2775,0,6,12,2022,6,12,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,3589.1417941666664
0.15,3.048,1.2192,28.576296,15.75,122.64,-1,8,10,2019,7,10,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,918.0162154137604
0.16,6.4008,3.048,639.111128,28.245,91.455,3,21,12,2019,24,12,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,861.0420719917777
0.86,3.9624,1.8288,1139.876696,30.765,121.0125,-2,5,4,2019,3,4,2019,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2943.196221534092
0.12,1.2192,0.9144,37.648136,26.25,119.9625,-3,20,11,2020,17,11,2020,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,865.0556055997771
0.6,4.572,1.8288,303.453048,18.69,96.075,-1,8,12,2019,7,12,2019,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1633.8173921411403
0.55,2.1336,1.524,26.308336,26.9325,125.79,-1,24,2,2019,23,2,2019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1209.5023371925702
0.38,4.572,2.4384,420.479784,27.825,98.49,-1,11,4,2023,10,4,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1251.0791737437748
0.44,3.6576,1.8288,103.872568,21.5775,124.425,-4,13,3,2022,9,3,2022,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1442.8571030690746
0.9,12.4968,3.9624,367.863112,18.1125,92.925,-1,8,9,2022,7,9,2022,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,4451.722029791667
0.26,5.486400000000001,3.6576,1612.065968,34.545,105.3675,2,31,5,2022,2,6,2022,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1157.19342414489
0.49,4.2672,2.1336,1588.479184,17.2725,77.805,1,20,10,2020,21,10,2020,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,1244.7082486059826
0.9,4.572,2.1336,865.907128,51.03,92.1375,-1,15,6,2021,14,6,2021,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,2808.6547770302022
0.24,11.5824,4.572,315.700032,35.595,128.94,3,30,1,2020,2,2,2020,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1158.965235417355
0.87,2.1336,1.2192,36.28736,24.465,122.1675,-2,7,1,2021,5,1,2021,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,1799.7472434582558
0.28,2.1336,1.2192,105.233344,21.84,99.75,4,22,8,2021,26,8,2021,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,1016.4190481134648
0.08,2.4384,1.524,93.893544,16.537499999999998,83.4225,0,8,6,2021,8,6,2021,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,719.1336255612099
0.62,3.6576,1.8288,46.719976,32.76,110.7225,0,24,8,2019,24,8,2019,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,1418.97130780275
0.68,8.5344,4.2672,270.794424,18.4275,111.2475,-3,7,8,2022,4,8,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,3261.009198541666
0.54,3.048,1.2192,127.912944,20.685,100.59,4,5,4,2019,9,4,2019,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1273.1463210524528
0.25,4.572,1.8288,224.074448,24.255,106.26,-4,9,3,2022,5,3,2022,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,1053.926045580875
0.14,5.486400000000001,2.1336,90.264808,20.7375,56.9625,4,2,10,2022,6,10,2022,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,624.6282496365716
0.52,5.486400000000001,2.1336,378.74932,23.31,124.53,0,2,10,2020,2,10,2020,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1807.906711483683
0.74,7.315200000000001,2.4384,713.046624,17.43,104.1075,2,1,6,2019,3,6,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,2746.4869945341406
0.51,7.315200000000001,4.2672,97.975872,31.3425,88.2525,1,18,1,2022,19,1,2022,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1801.9585202272733
0.31,5.7912,2.1336,101.604608,22.68,56.1225,3,4,6,2023,7,6,2023,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,776.534826990612
0.29,6.096,1.8288,122.46984,16.0125,119.6475,3,3,3,2022,6,3,2022,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1022.3184220322828
0.78,4.8768,2.4384,709.417888,35.07,128.1525,0,1,8,2021,1,8,2021,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,3077.06518465909
0.39,7.315200000000001,3.048,1026.932288,31.29,126.6825,3,14,2,2022,17,2,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,1407.982395594497
0.07,4.572,2.1336,822.815888,30.3975,130.515,2,14,8,2023,16,8,2023,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,997.2810308509946
0.56,0.9144,0.9144,21.318824,22.1025,63.682500000000005,3,25,8,2023,28,8,2023,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,952.2240622220177
0.82,2.7432000000000003,1.524,1665.136232,34.125,95.76,2,22,6,2022,24,6,2022,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1838.20749658157
0.45,2.4384,1.524,23.586784,36.75,90.405,0,11,12,2020,11,12,2020,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,967.3663742901692
0.22,7.62,3.048,686.738288,17.43,123.69,-1,18,6,2020,17,6,2020,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1123.3454664516476
0.12,2.1336,1.2192,761.127376,35.91,97.4925,2,29,12,2019,31,12,2019,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,986.8842990433761
0.29,6.7056,2.4384,347.451472,31.7625,101.9025,0,21,9,2021,21,9,2021,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1050.0065907599735
0.67,0.9144,0.6096,4.082328,33.495,116.13,4,2,8,2021,6,8,2021,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1356.5856013738467
0.15,11.5824,3.3528,342.915552,20.055,129.67499999999998,-4,7,1,2019,3,1,2019,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,969.3729402238921
0.15,5.7912,1.8288,2244.826808,38.01,115.29,0,16,2,2021,16,2,2021,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1212.9037901411782
0.33,2.1336,1.2192,36.28736,18.4275,105.7875,0,2,12,2021,2,12,2021,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,972.1029865710403
0.66,9.4488,3.6576,236.775024,30.9225,76.335,0,28,1,2019,28,1,2019,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,2380.113154736305
0.47,7.9248,2.7432000000000003,133.80964,33.075,64.365,3,30,8,2019,2,9,2019,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1298.4198199770271
0.88,4.8768,2.1336,450.416856,33.1275,108.78,-3,27,1,2021,24,1,2021,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,2958.2696396969695
0.86,0.9144,0.9144,34.472992,35.0175,92.9775,3,9,2,2022,12,2,2022,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1464.7136383857048
0.37,1.2192,0.9144,30.390664,19.7925,92.19,1,5,11,2020,6,11,2020,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,920.5026416571359
0.41,7.315200000000001,2.4384,534.784968,30.8175,55.755,1,12,9,2019,13,9,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,995.0439363581867
0.94,4.8768,2.4384,234.053472,27.5625,62.6325,2,25,12,2021,27,12,2021,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2261.696842777319
0.87,3.048,1.2192,37.194544,32.7075,88.7775,0,31,5,2023,31,5,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1662.4781452455136
0.11,3.9624,2.1336,76.203456,18.375,109.305,-1,10,2,2022,9,2,2022,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,828.7633341888836
0.31,2.4384,1.2192,32.658624,33.285,123.27,0,26,1,2020,26,1,2020,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1027.5207343972586
0.58,7.315200000000001,1.8288,113.851592,33.075,65.205,-1,22,4,2020,21,4,2020,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1541.8930254610414
0.63,3.9624,1.8288,127.459352,16.8,102.0075,-4,29,9,2021,25,9,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1564.233635723856
0.82,5.1816,2.4384,74.84268,22.47,100.1175,-2,24,3,2021,22,3,2021,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,2062.0437286531564
0.96,2.1336,1.2192,17.690088,19.215,119.49,-4,27,6,2021,23,6,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1635.5359975427687
0.14,5.7912,2.7432000000000003,130.180904,23.7825,65.10000000000001,0,23,9,2020,23,9,2020,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,651.9920357485214
0.75,9.144,1.8288,929.8636,45.0975,86.9925,-3,18,6,2023,15,6,2023,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,2921.9078840340912
0.17,3.3528,1.8288,140.159928,25.3575,70.4025,1,17,1,2019,18,1,2019,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,684.077527989606
0.0,1.2192,0.9144,29.937072,18.0075,102.5325,2,9,3,2022,11,3,2022,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,760.5803222558418
0.77,4.572,1.8288,827.351808,48.7725,88.095,3,28,2,2023,3,3,2023,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,2059.101278522671
0.46,2.1336,1.2192,23.133192,17.0625,87.15,3,15,2,2023,18,2,2023,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,924.5441260411443
0.3,13.716,4.572,466.746168,24.675,99.75,3,3,2,2020,6,2,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1116.034745763578
0.06,3.048,1.524,489.87936,28.455,112.0875,-3,20,3,2021,17,3,2021,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,923.8508096837921
0.87,3.6576,2.4384,348.812248,25.305,86.9925,1,29,9,2021,30,9,2021,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,2346.8595144040605
0.77,3.9624,2.1336,146.510216,26.145000000000003,110.88,2,30,6,2020,2,7,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2315.6132357998254
0.24,4.8768,1.8288,294.381208,33.1275,76.3875,4,18,3,2021,22,3,2021,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,800.0742300634444
0.2,1.8288,1.2192,1593.468696,41.685,87.8325,-4,21,5,2019,17,5,2019,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,932.7496334481875
0.46,4.8768,2.4384,1217.89452,46.41,67.305,-1,23,5,2020,22,5,2020,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1141.4320699417945
0.34,5.486400000000001,2.7432000000000003,554.2894239999999,21.1575,83.265,-3,2,10,2021,29,9,2021,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,1231.5438760110194
0.48,3.048,1.524,584.226496,37.1175,65.415,3,7,7,2023,10,7,2023,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1125.6975778158233
0.19,5.486400000000001,3.3528,278.051896,16.537499999999998,123.165,-1,2,12,2019,1,12,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1043.237530433101
0.29,7.9248,2.1336,64.410064,21.105,66.78,1,30,4,2020,1,5,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,810.7714752325223
0.87,5.1816,2.4384,345.183512,30.975,98.7525,-1,28,9,2022,27,9,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,2549.8860351885883
0.04,1.2192,1.2192,43.998424,19.4775,85.155,1,28,1,2020,29,1,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,709.4814695501742
0.8,2.7432000000000003,1.524,372.852624,27.6675,123.165,4,10,7,2019,14,7,2019,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,2023.7561092847259
0.72,3.048,1.524,160.117976,17.7975,71.82,1,15,5,2023,16,5,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1493.1870082376502
0.92,1.524,0.9144,13.60776,36.0675,102.7425,1,14,1,2021,15,1,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1412.1789409153544
0.04,2.4384,1.2192,23.586784,21.735,58.852500000000006,3,29,10,2021,1,11,2021,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,609.6942364539211
0.12,7.9248,3.048,294.8348,33.0225,87.57,3,21,4,2019,24,4,2019,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,709.3999756981524
0.51,4.8768,1.8288,786.5285279999999,29.6625,60.7425,4,27,6,2020,1,7,2020,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,1151.567227610732
0.64,7.315200000000001,3.6576,98.429464,21.21,109.5675,0,9,9,2021,9,9,2021,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,2555.490571200466
0.47,2.4384,1.524,298.463536,34.9125,57.8025,-2,28,6,2020,26,6,2020,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,1112.1476795340006
